Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Make_Model
GMC,Yukon,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,327,3,6,GMC_Yukon
GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,11.9,14.1,332,3,6,GMC_Yukon (No Stop-Start)
GMC,Yukon 4WD,SUV: Standard,3.0,6,A10,D,11.7,9.0,10.5,281,4,3,GMC_Yukon 4WD
GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,327,3,6,GMC_Yukon 4WD
GMC,Yukon 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17.0,12.7,15.1,354,3,6,GMC_Yukon 4WD (No Stop-Start)
GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,345,3,6,GMC_Yukon 4WD
GMC,Yukon 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17.0,12.7,15.1,353,3,6,GMC_Yukon 4WD (No Stop-Start)
GMC,Yukon XL,SUV: Standard,3.0,6,A10,D,11.2,8.7,10.1,272,4,3,GMC_Yukon XL
GMC,Yukon XL,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,327,3,6,GMC_Yukon XL
GMC,Yukon XL (No Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,11.9,14.1,332,3,6,GMC_Yukon XL (No Stop-Start)
GMC,Yukon XL 4WD,SUV: Standard,3.0,6,A10,D,11.7,9.0,10.5,281,4,3,GMC_Yukon XL 4WD
GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,X,15.9,12.4,14.3,336,3,6,GMC_Yukon XL 4WD
GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17.0,12.7,15.1,354,3,6,GMC_Yukon XL 4WD (No Stop-Start)
GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,345,3,6,GMC_Yukon XL 4WD
GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17.0,12.7,15.1,353,3,6,GMC_Yukon XL 4WD (No Stop-Start)
Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,168,7,7,Honda_Accord
Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,176,7,7,Honda_Accord Sport/Touring
Honda,Accord Sport/Touring,Full-size,2.0,4,AS10,X,10.4,7.4,9.1,211,5,7,Honda_Accord Sport/Touring
Honda,Accord Hybrid,Full-size,2.0,4,AV,X,5.0,5.0,5.0,117,9,7,Honda_Accord Hybrid
Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,X,5.3,5.7,5.5,129,8,7,Honda_Accord Hybrid Sport/Touring
Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,7.1,166,7,7,Honda_Civic Hatchback
Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.5,6.3,7.5,175,7,6,Honda_Civic Hatchback
Honda,Civic Hatchback,Full-size,2.0,4,AV,X,8.0,6.2,7.2,167,7,7,Honda_Civic Hatchback
Honda,Civic Hatchback,Full-size,2.0,4,M6,X,9.1,6.6,8.0,186,6,6,Honda_Civic Hatchback
Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.6,6.1,6.9,162,7,7,Honda_Civic Sedan
Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.7,6.0,6.9,162,7,7,Honda_Civic Sedan
Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,7.8,6.3,7.1,165,7,7,Honda_Civic Sedan
Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,180,7,6,Honda_Civic Sedan Si
Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7.0,7.7,180,7,6,Honda_CR-V
Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,189,6,6,Honda_CR-V AWD
Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7.0,7.8,181,6,5,Honda_HR-V
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,193,6,5,Honda_HR-V AWD
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,200,6,5,Honda_HR-V AWD
Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,248,5,5,Honda_Odyssey
Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,265,4,3,Honda_Passport AWD
Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11.0,256,5,3,Honda_Pilot AWD
Honda,Pilot AWD TrailSport,SUV: Small,3.5,6,AS9,X,12.3,9.5,11.1,260,4,3,Honda_Pilot AWD TrailSport
Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,271,4,3,Honda_Ridgeline AWD
Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.4,6.6,7.6,179,7,5,Hyundai_Elantra
Hyundai,Elantra,Mid-size,2.0,4,AV1,X,7.6,5.7,6.7,158,7,5,Hyundai_Elantra
Hyundai,Elantra (ISG),Mid-size,2.0,4,AV1,X,7.1,5.5,6.4,151,7,5,Hyundai_Elantra (ISG)
Hyundai,Elantra,Mid-size,2.0,4,M6,X,9.1,6.3,7.8,185,6,5,Hyundai_Elantra
Hyundai,Elantra N,Mid-size,2.0,4,AM8,Z,12.1,7.9,10.2,241,5,3,Hyundai_Elantra N
Hyundai,Elantra N,Mid-size,2.0,4,M6,Z,10.9,7.7,9.4,223,5,3,Hyundai_Elantra N
Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,103,9,7,Hyundai_Elantra Hybrid Blue
Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,99,9,7,Hyundai_IONIQ
Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.0,3.9,4.0,94,10,7,Hyundai_IONIQ Blue
Hyundai,Kona,SUV: Small,2.0,4,AV,X,8.0,6.6,7.4,174,7,7,Hyundai_Kona
Hyundai,Kona N,SUV: Small,2.0,4,AM8,Z,11.8,8.7,10.4,246,5,3,Hyundai_Kona N
Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,8.8,7.4,8.2,193,6,5,Hyundai_Kona AWD
Hyundai,Kona AWD,SUV: Small,2.0,4,AV,X,8.5,7.2,7.9,187,6,7,Hyundai_Kona AWD
Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,X,12.3,9.6,11.1,265,4,5,Hyundai_Palisade AWD
Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4,AM8,X,12.1,8.6,10.6,250,5,5,Hyundai_Santa Cruz AWD
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,X,11.0,8.5,9.9,233,5,5,Hyundai_Santa Fe AWD
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,X,10.6,9.3,10.0,235,5,7,Hyundai_Santa Fe AWD
Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,X,7.1,7.9,7.4,176,7,7,Hyundai_Santa Fe Hybrid
Hyundai,Sonata,Full-size,1.6,4,AS8,X,8.8,6.4,7.7,183,6,5,Hyundai_Sonata
Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.2,8.8,208,6,5,Hyundai_Sonata
Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,182,6,7,Hyundai_Sonata
Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,X,5.3,4.6,5.0,117,9,7,Hyundai_Sonata Hybrid
Hyundai,Tucson,SUV: Small,2.5,4,AS8,X,9.1,7.1,8.2,194,6,5,Hyundai_Tucson
Hyundai,Tucson AWD,SUV: Small,2.5,4,AS8,X,9.9,8.0,9.0,214,5,5,Hyundai_Tucson AWD
Hyundai,Tucson Hybrid,SUV: Small,1.6,4,AM6,X,6.3,6.6,6.4,152,7,7,Hyundai_Tucson Hybrid
Hyundai,Veloster N,Compact,2.0,4,AM8,Z,12.0,8.6,10.5,248,5,3,Hyundai_Veloster N
Hyundai,Veloster N,Compact,2.0,4,M6,Z,10.6,8.3,9.5,226,5,3,Hyundai_Veloster N
Hyundai,Venue,Mid-size,1.6,4,AV1,X,7.9,6.9,7.5,176,7,5,Hyundai_Venue
Hyundai,Venue,Mid-size,1.6,4,M6,X,8.6,6.8,7.8,184,6,5,Hyundai_Venue
Infiniti,Q50 AWD,Mid-size,3.0,6,AS7,Z,12.5,8.7,10.8,254,5,3,Infiniti_Q50 AWD
Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,Z,12.5,9.3,11.1,261,4,3,Infiniti_Q50 AWD Red Sport
Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,Z,12.3,8.7,10.7,252,5,3,Infiniti_Q60 AWD
Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,Z,12.5,9.2,11.0,259,4,3,Infiniti_Q60 AWD Red Sport
Infiniti,QX50 AWD,SUV: Small,2.0,4,AV8,Z,10.8,8.3,9.7,228,5,6,Infiniti_QX50 AWD
Infiniti,QX55 AWD,SUV: Small,2.0,4,AV8,Z,10.5,8.3,9.5,223,5,6,Infiniti_QX55 AWD
Infiniti,QX60 AWD,SUV: Standard,3.5,6,AS9,Z,11.9,9.5,10.8,253,5,5,Infiniti_QX60 AWD
Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.2,15.1,355,3,3,Infiniti_QX80 4WD
Jaguar,E-PACE P250,SUV: Small,2.0,4,AS9,Z,11.5,9.2,10.4,247,5,7,Jaguar_E-PACE P250
Jaguar,E-PACE P300,SUV: Small,2.0,4,AS9,Z,11.2,9.2,10.3,245,5,7,Jaguar_E-PACE P300
Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8,AS8,Z,14.1,9.7,12.1,286,4,3,Jaguar_F-TYPE P450 Convertible
Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Jaguar_F-TYPE P450 Convertible AWD
Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8,AS8,Z,14.1,9.7,12.1,286,4,3,Jaguar_F-TYPE P450 Coupe
Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Jaguar_F-TYPE P450 Coupe AWD
Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Jaguar_F-TYPE R Convertible AWD
Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,299,3,3,Jaguar_F-TYPE R Coupe AWD
Jeep,Cherokee,SUV: Small,2.0,4,A9,X,10.4,7.6,9.1,214,5,5,Jeep_Cherokee
Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,219,5,6,Jeep_Cherokee
Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,240,5,5,Jeep_Cherokee
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4,A9,X,11.2,8.0,9.8,229,5,5,Jeep_Cherokee 4X4 Active Drive I
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8.0,9.8,230,5,6,Jeep_Cherokee 4X4 Active Drive I
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,249,5,5,Jeep_Cherokee 4X4 Active Drive I
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,X,12.9,9.7,11.5,268,4,5,Jeep_Cherokee 4X4 Active Drive Lock
Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,218,5,6,Jeep_Compass
Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222,5,6,Jeep_Compass 4X4
Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.8,8.5,9.8,263,4,1,Jeep_Gladiator 4X4 EcoDiesel
Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.0,8.7,10.0,271,4,1,Jeep_Gladiator 4X4 Rubicon EcoDiesel
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,290,4,7,Jeep_Gladiator 4X4
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,296,4,5,Jeep_Gladiator 4X4
Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.3,9.2,10.9,256,5,7,Jeep_Grand Cherokee 4X4
Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331,3,5,Jeep_Grand Cherokee 4X4
Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,X,13.0,9.4,11.3,266,4,7,Jeep_Grand Cherokee L 4X4
Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331,3,5,Jeep_Grand Cherokee L 4X4
Jeep,Grand Cherokee WK 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265,4,7,Jeep_Grand Cherokee WK 4X4
Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8,A8,Z,18.6,12.8,16.0,374,2,1,Jeep_Grand Wagoneer 4X4
Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,204,6,6,Jeep_Renegade
Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,222,5,6,Jeep_Renegade 4X4
Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,231,5,6,Jeep_Renegade 4X4 Trailhawk
Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,X,15.6,11.7,13.8,323,3,5,Jeep_Wagoneer 4X4
Jeep,Wrangler JL 4X4,SUV: Small,2.0,4,A8,X,10.7,9.8,10.3,241,5,5,Jeep_Wrangler JL 4X4
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,274,4,7,Jeep_Wrangler JL 4X4
Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.0,9.8,11.0,258,4,5,Jeep_Wrangler JL 4X4 eTorque
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,277,4,5,Jeep_Wrangler JL 4X4
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4,A8,X,11.5,9.9,10.8,251,5,5,Jeep_Wrangler JL Unlimited 4X4
Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6,A8,D,10.6,8.1,9.5,255,5,1,Jeep_Wrangler JL Unlimited 4X4 EcoDiesel
Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6,A8,D,11.2,9.0,10.2,275,4,1,Jeep_Wrangler JL Unlimited 4X4 Rubicon EcoDiesel
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,275,4,7,Jeep_Wrangler JL Unlimited 4X4
Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.3,9.9,11.2,262,4,5,Jeep_Wrangler JL Unlimited 4X4 eTorque
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,285,4,5,Jeep_Wrangler JL Unlimited 4X4
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8,A8,Z,18.5,14.1,16.5,387,2,1,Jeep_Wrangler JL Unlimited 4X4
Kia,Carnival,Minivan,3.5,6,AS8,X,12.0,8.9,10.6,252,5,5,Kia_Carnival
Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,184,6,5,Kia_Forte
Kia,Forte,Mid-size,2.0,4,AV,X,7.9,5.9,7.0,165,7,5,Kia_Forte
Kia,Forte,Mid-size,2.0,4,M6,X,8.8,6.1,7.6,178,7,5,Kia_Forte
Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8.0,190,6,5,Kia_Forte 5
Kia,Forte 5,Full-size,2.0,4,AV,X,8.0,6.0,7.1,169,7,5,Kia_Forte 5
Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,207,6,5,Kia_K5
Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.2,7.0,8.2,195,6,5,Kia_K5 AWD
Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,110,9,7,Kia_Niro
Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,110,9,7,Kia_Niro FE
Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5.0,5.6,5.3,124,9,7,Kia_Niro Touring
Kia,Rio,Compact,1.6,4,AV1,X,7.2,6.0,6.7,159,7,3,Kia_Rio
Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,7.0,166,7,3,Kia_Rio
Kia,Seltos,SUV: Small,2.0,4,AV8,X,8.2,7.1,7.7,182,6,5,Kia_Seltos
Kia,Seltos AWD,SUV: Small,1.6,4,AM7,X,9.4,7.9,8.7,205,6,5,Kia_Seltos AWD
Kia,Seltos AWD,SUV: Small,2.0,4,AV8,X,8.8,7.6,8.2,195,6,5,Kia_Seltos AWD
Kia,Sorento AWD,SUV: Small,2.5,4,AM8,X,10.9,8.7,9.9,234,5,5,Kia_Sorento AWD
Kia,Sorento AWD,SUV: Small,2.5,4,AS8,X,10.1,9.2,9.7,227,5,5,Kia_Sorento AWD
Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.4,7.0,6.6,157,7,7,Kia_Sorento Hybrid AWD
Kia,Soul,Station wagon: Small,2.0,4,AV,X,8.5,7.0,7.9,187,6,7,Kia_Soul
Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9.0,214,5,5,Kia_Sportage
Kia,Sportage AWD,SUV: Small,2.0,4,AS6,X,12.1,9.6,11.0,261,4,5,Kia_Sportage AWD
Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.8,9.1,10.0,238,5,5,Kia_Sportage AWD
Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.7,9.6,11.9,280,4,3,Kia_Stinger AWD
Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,12.7,9.7,11.3,266,4,5,Kia_Telluride AWD
Lamborghini,Aventador Countach,Two-seater,6.5,12,AM7,Z,26.5,14.6,21.2,489,1,1,Lamborghini_Aventador Countach
Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,498,1,1,Lamborghini_Aventador Coupe
Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,498,1,1,Lamborghini_Aventador Roadster
Lamborghini,Huracan evo Coupe,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,371,2,1,Lamborghini_Huracan evo Coupe
Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,370,2,1,Lamborghini_Huracan evo Coupe AWD
Lamborghini,Huracan evo Spyder,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,371,2,1,Lamborghini_Huracan evo Spyder
Lamborghini,Huracan evo Spyder AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,370,2,1,Lamborghini_Huracan evo Spyder AWD
Lamborghini,Urus,SUV: Standard,4.0,8,AS8,Z,19.2,14.1,16.9,384,2,3,Lamborghini_Urus
Land Rover,Defender 90 P300,SUV: Standard,2.0,4,AS8,Z,13.2,11.3,12.3,289,4,7,Land Rover_Defender 90 P300
Land Rover,Defender 90 P400,SUV: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,287,4,7,Land Rover_Defender 90 P400
Land Rover,Defender 90 5.0L V8,SUV: Standard,5.0,8,AS8,Z,15.8,12.4,14.3,339,3,3,Land Rover_Defender 90 5.0L V8
Land Rover,Defender 110 P300,SUV: Standard,2.0,4,AS8,Z,14.2,11.7,13.0,306,3,7,Land Rover_Defender 110 P300
Land Rover,Defender 110 P400,SUV: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,287,4,7,Land Rover_Defender 110 P400
Land Rover,Defender 110 5.0L V8,SUV: Standard,5.0,8,AS8,Z,16.4,12.7,14.7,350,3,3,Land Rover_Defender 110 5.0L V8
Land Rover,Discovery P300,SUV: Standard,2.0,4,AS8,Z,12.2,10.6,11.5,271,4,7,Land Rover_Discovery P300
Land Rover,Discovery P360,SUV: Standard,3.0,6,AS8,Z,12.8,9.8,11.4,270,4,7,Land Rover_Discovery P360
Land Rover,Range Rover P360,SUV: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,279,4,7,Land Rover_Range Rover P360
Land Rover,Range Rover P400,SUV: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,279,4,7,Land Rover_Range Rover P400
Land Rover,Range Rover P525,SUV: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,305,3,3,Land Rover_Range Rover P525
Land Rover,Range Rover P525 LWB,SUV: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,305,3,3,Land Rover_Range Rover P525 LWB
Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8,AS8,Z,17.1,12.6,15.1,354,3,3,Land Rover_Range Rover SVAutobiography
Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5.0,8,AS8,Z,17.9,12.7,15.5,365,2,3,Land Rover_Range Rover SVAutobiography LWB
Land Rover,Range Rover Sport P360,SUV: Standard,3.0,6,AS8,Z,12.7,9.9,11.4,269,4,7,Land Rover_Range Rover Sport P360
Land Rover,Range Rover Sport HST P400,SUV: Standard,3.0,6,AS8,Z,12.7,9.9,11.4,269,4,7,Land Rover_Range Rover Sport HST P400
Land Rover,Range Rover Sport P525,SUV: Standard,5.0,8,AS8,Z,14.1,10.7,12.6,294,4,3,Land Rover_Range Rover Sport P525
Land Rover,Range Rover Sport P575 SVR,SUV: Standard,5.0,8,AS8,Z,16.2,12.0,14.3,336,3,3,Land Rover_Range Rover Sport P575 SVR
Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.5,7.0,8.4,195,6,6,Lexus_ES 250 AWD
Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,124,9,7,Lexus_ES 300h
Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.3,9.2,214,5,5,Lexus_ES 350
Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,219,5,5,Lexus_ES 350 F SPORT
Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,337,3,3,Lexus_GX 460
Lexus,IS 300,Compact,2.0,4,AS6,Z,11.0,7.6,9.5,221,5,5,Lexus_IS 300
Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Lexus_IS 300 AWD
Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Lexus_IS 350 AWD
Lexus,IS 500,Compact,5.0,8,AS8,Z,14.1,9.3,11.9,280,4,5,Lexus_IS 500
Lexus,LC 500,Subcompact,5.0,8,AS10,Z,15.1,9.6,12.6,294,4,5,Lexus_LC 500
Lexus,LC 500 Convertible,Minicompact,5.0,8,AS10,Z,16.0,9.5,13.0,304,3,5,Lexus_LC 500 Convertible
Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9.0,7.1,8.1,189,6,7,Lexus_LC 500h
Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.8,8.7,11.2,270,4,5,Lexus_LS 500 AWD
Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.1,8.1,9.2,216,5,7,Lexus_LS 500h AWD
Lexus,LX 600,SUV: Standard,3.4,6,AS10,Z,14.2,10.8,12.7,298,4,5,Lexus_LX 600
Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.4,8.4,198,6,6,Lexus_NX 250 AWD
Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,10.5,8.3,9.5,221,5,7,Lexus_NX 350 AWD
Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,Z,10.5,8.4,9.5,222,5,7,Lexus_NX 350 AWD F SPORT
Lexus,NX 350h AWD,SUV: Small,2.5,4,AV6,Z,5.7,6.4,6.0,140,8,7,Lexus_NX 350h AWD
Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Lexus_RC 300 AWD
Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,253,5,5,Lexus_RC 350 AWD
Lexus,RC F,Subcompact,5.0,8,AS8,Z,14.4,9.6,12.2,285,4,5,Lexus_RC F
Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,X,12.2,9.0,10.8,252,5,5,Lexus_RX 350 AWD
Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,268,4,5,Lexus_RX 350 L AWD
Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,185,6,7,Lexus_RX 450h AWD
Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,190,6,7,Lexus_RX 450h L AWD
Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,168,7,6,Lexus_UX 200
Lexus,UX 250h AWD,Compact,2.0,4,AV6,X,5.7,6.2,6.0,140,8,7,Lexus_UX 250h AWD
Lincoln,Aviator AWD,SUV: Standard,3.0,6,AS10,X,13.7,9.7,11.9,280,4,5,Lincoln_Aviator AWD
Lincoln,Corsair AWD,SUV: Small,2.0,4,AS8,X,11.1,8.1,9.8,229,5,5,Lincoln_Corsair AWD
Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,X,11.2,8.3,9.9,232,5,5,Lincoln_Corsair AWD
Lincoln,Nautilus AWD,SUV: Small,2.0,4,A8,X,11.8,9.4,10.7,252,5,6,Lincoln_Nautilus AWD
Lincoln,Nautilus AWD,SUV: Small,2.0,4,AS8,X,11.8,9.4,10.7,251,5,6,Lincoln_Nautilus AWD
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.2,262,4,5,Lincoln_Nautilus AWD
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,311,3,6,Lincoln_Navigator 4X4
Maserati,Ghibli GT,Mid-size,3.0,6,A8,Z,13.4,9.4,11.6,271,4,3,Maserati_Ghibli GT
Maserati,Ghibli Modena,Mid-size,3.0,6,A8,Z,13.4,9.4,11.6,271,4,3,Maserati_Ghibli Modena
Maserati,Ghibli Modena AWD,Mid-size,3.0,6,A8,Z,14.8,9.8,12.6,293,4,3,Maserati_Ghibli Modena AWD
Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3,1,Maserati_Ghibli Trofeo
Maserati,Levante GT,SUV: Standard,3.0,6,A8,Z,15.1,10.9,13.2,308,3,3,Maserati_Levante GT
Maserati,Levante Modena,SUV: Standard,3.0,6,A8,Z,15.1,10.9,13.2,308,3,3,Maserati_Levante Modena
